Prospect ID,Lead Number,Company,Lead Origin,Mobile Number,Website,Time Zone,Job Title,Lead Source,Source Medium,Notes,Source Campaign,Source Content,Do Not Email,Do Not Call,Lead Stage,Lead Grade,Lead Score,Order Value,Engagement Score,TotalVisits,Page Views Per Visit,Average Time Per Visit,Last Activity,Last Activity Date,Related Landing Page Id,First Landing Page Submission Id,First Landing Page Submission Date,Created On,Modified On,Lead Conversion Date,Address 1,Address 2,Cityold,State,Country,Zip,Facebook URL,Twitter URL,LinkedIn URL,Industry,Work Area,Course Interested,Keyword,Date,Specialization,Entrance Test,How did you hear about SomeSchool,What is your current occupation,If you are a working professional,If you are a working professional please mention ,What matters most to you in choosing an ADP,Age,Next Follow Up,Search,Magazine,Newspaper Article,Welearn Forums,Newspaper,Digital Advertisement,Through Recommendations,Any other Please specify,Last Degree,Receive More Updates About Our Courses,Admission Number,Tags,Lead Quality,Update me on Supply Chain Content,Get updates on PGDMHBSCM,Chat Group,Lead Profile,City New,Country New,Industry New,Profile Score,Asymmetrique Activity Index,Asymmetrique Profile Index,ecode,amt,eventname,Enquiry Type,Asymmetrique Activity Score,Asymmetrique Profile Score,Admission Date,I agree to pay the amount through cheque,Previous Stage,Number of Followup Calls,Asym how soon you can join program,Asymm Reason to take admission,Asymm Are you aware about SomeSchool College,Asymm Are you applying for any other form of MBA,Asym What is your expectation from this course,Asym How do you feel about taking admission,Asym What stopping you from joining course,Asym What are your concerns for taking admission,Asym preferences for selecting management course,a free copy of Mastering The Interview,What attracted you to consider SomeSchool ,you to consider SomeSchool ,Landing Page,Admission Constraints,Lead Type,Asymmetrique Scoring Model,Last Notable Activity,Last Notable Activity Date,Source Referrer,Last Visit Date,Photo Url,Stage Rotting Flag Status,Stage Rotting Flag Message,Stage Rotting Flag Modification Date,Stage Rotting Flag Additional Info,Stage Rotting Flag Level,Mailing Preferences,Twitter Id,Facebook Id,LinkedIn Id,Skype Id,Gtalk Id,Google Plus Id,Quality Score 01,Groups,Converted,Total Time Spent on Website,How did you hear about X Education,What matters most to you in choosing a course,X Education Forums,Get updates on DM Content,City,A free copy of Mastering The Interview,First Name,Last Name,Email
06e160aa-d62e-40cf-a414-41d5e01070ef,599008,mumbai university,Lead Add Form,,,,,Welingak Website,,,,,No,No,Qualified,,0,,0,0.0,0.0,0.0,SMS Sent,21-07-2016 7:16,,,,27-05-2016 11:41,27-05-2016 11:42,,,,,,,,,,,,,,,,Select Specialization,MAT,Select,Unemployed,Accounting/Finance,Select,Better Career Prospects,Select,,No,No,No,No,No,No,No,,,No,,,,No,No,,Select,Select,India,Consumer Durables,,,,,,,,,,,No,Select,Select,Select,Select,Select,Select,Select,Select,Select,Select,Select,No,,Select,,,,,SMS Sent,21-07-2016 7:16,,21-07-2016 7:16,,,,,,,,,,,,,,,,1,0,Select,Better Career Prospects,No,No,Select,No,aVtXeZG,SdnbLja,
06f5b430-a45a-4de2-9aca-e13ee0a43589,640115,mumbai university,Lead Add Form,,,,,,,,,,No,No,Qualified,,20,,20,0.0,0.0,0.0,SMS Sent,21-07-2016 7:16,,,,12-07-2016 6:37,18-07-2016 6:46,,,,,,,,,,,,,,,,Select Specialization,MAT,Select,Unemployed,Accounting/Finance,Select,Better Career Prospects,Select,,No,No,No,No,No,No,No,,,No,,,,No,No,,Select,Select,India,Consumer Durables,,02.Medium,02.Medium,,,,,15.0,16.0,,No,Select,Select,Select,Select,Select,Select,Select,Select,Select,Select,Select,No,,Select,,,,2.0,SMS Sent,21-07-2016 7:16,,21-07-2016 7:16,,,,,,,,,,,,,,,,1,0,Select,Better Career Prospects,No,No,Select,No,QkoREYc,JriQPfl,
078997b3-7978-472c-84f4-fcb8033fec41,602642,diploma in banking,Landing Page Submission,,,,,Direct Traffic,,,,,No,No,Qualified,,100,,0,4.0,4.0,325.0,SMS Sent,21-07-2016 7:16,52c73a3d-727c-11e5-a199-22000aa4133b,69339270-8037-442b-983c-10961bfb5fde,01-06-2016 10:03,01-06-2016 10:01,01-06-2016 10:28,01-06-2016 10:03,,,Thane,Maharashtra,India,,,,,,,,,,Human Resource Management,MAT,Select,Unemployed,Accounting/Finance,Select,Better Career Prospects,Select,,No,No,No,No,No,No,No,,,No,,,,No,No,,Select,Mumbai,India,Consumer Durables,,,,,,,,,,,No,Select,Select,Select,Select,Select,Select,Select,Select,Select,Select,Select,Yes,,Select,,,,,SMS Sent,21-07-2016 7:16,,21-07-2016 7:16,,,,,,,,,,,,,,,,1,86,Select,Better Career Prospects,No,No,Mumbai,Yes,BJhWblI,JXKrVVs,
07a52472-4b5d-446f-9048-ffdc7bc65e96,602465,Magadh University,Landing Page Submission,,,,,Direct Traffic,,,,,No,No,Qualified,,205,,0,4.0,4.0,262.75,SMS Sent,21-07-2016 7:16,52c73a3d-727c-11e5-a199-22000aa4133b,8c66a5ed-74a6-4abd-aaab-47f50275e20a,01-06-2016 7:34,01-06-2016 7:30,01-06-2016 8:00,01-06-2016 7:34,,,,New York,United States,,,,,,,,,,Operations Management,MAT,Select,Unemployed,Accounting/Finance,Select,Better Career Prospects,Select,,No,No,No,No,No,No,No,,,No,,,,No,No,,Select,Other Metro Cities,India,Consumer Durables,,,,,,,,,,,No,Select,Select,Select,Select,Select,Select,Select,Select,Select,Select,Select,Yes,,Select,,,,,SMS Sent,21-07-2016 7:16,,21-07-2016 7:16,,,,,,,,,,,,,,,,1,949,Select,Better Career Prospects,No,No,Other Metro Cities,Yes,oqtjtJt,adkzdKm,
082ee6a1-e140-4d68-b88e-2a062e075e50,637608,University of Burdwan,Landing Page Submission,,,,,Google,CPC,,SomeSchoolBrand,SomeSchool+Distance++MBA,No,No,Qualified,,457,,90,21.0,5.25,41.59,View in browser link Clicked,08-08-2016 5:17,52c73a3d-727c-11e5-a199-22000aa4133b,7fadca17-6889-4d2c-bed3-27798c9bd3e5,09-07-2016 6:40,09-07-2016 5:58,08-08-2016 6:25,09-07-2016 6:40,,,Mumbai,Maharashtra,India,,,,,,,,,,Supply Chain Management,MAT,Other,Unemployed,Accounting/Finance,Select,Better Career Prospects,Select,,No,No,No,No,No,No,No,,,No,,,,No,No,,Select,Other Cities of Maharashtra,India,Consumer Durables,,02.Medium,01.High,,,,,13.0,17.0,,No,Select,Select,Select,Select,Select,Select,Select,Select,Select,Select,Select,Yes,,Select,,,,2.0,Modified,08-08-2016 6:25,,08-08-2016 5:17,,,,,,,,,,,,,,,,1,1198,Other,Better Career Prospects,No,No,Other Cities of Maharashtra,Yes,xfWphUn,BJpRlVT,
08b803d5-7770-4a15-bc7c-b2e1a46eaa52,592413,Maharaja Ganga Singh University / UGC,API,,,,,Olark Chat,,,,,No,No,Qualified,,90,,10,0.0,0.0,0.0,Email Opened,30-07-2016 15:26,,,,18-05-2016 8:05,21-05-2016 6:30,,,,,,,,,,,,,,,,"Banking, Investment And Insurance",MAT,Select,Unemployed,Accounting/Finance,Select,Better Career Prospects,Select,,No,No,No,No,No,No,No,,,No,,Will revert after reading the email,High in Relevance,No,No,Leads Support,Select,Other Cities,India,Consumer Durables,,02.Medium,02.Medium,,,,,15.0,14.0,,No,Select,Select,Select,Select,Select,Select,Select,Select,Select,Select,Select,No,,Select,,,,2.0,Email Opened,30-07-2016 15:26,,30-07-2016 15:26,,,,,,,,,,,,,,,,1,0,Select,Better Career Prospects,No,No,Other Cities,No,ZzOXdWh,mcbYogM,
08eca4e1-476f-4236-9ef3-5c150aade006,617845,hildabarretto2015@gmail.com,Landing Page Submission,,9987669481,,,Direct Traffic,,,,,No,No,Qualified,B,250,,10,4.0,2.0,22.5,Email Link Clicked,08-08-2016 5:20,52c73a3d-727c-11e5-a199-22000aa4133b,a99edbf8-7f5d-4799-a663-d13590a0f06b,02-07-2016 6:46,18-06-2016 11:01,06-07-2016 4:23,02-07-2016 6:46,,,Thane,Maharashtra,India,,,,,,,,,,Finance Management,MAT,Select,Student,Accounting/Finance,Accounts / Finance / Tax / CS / Audit,Better Career Prospects,21-25,,No,No,No,No,No,No,No,,B Com,No,,Will revert after reading the email,Might be,No,No,,Select,Mumbai,India,Consumer Durables,,,,,,,,,,,No,Select,1,Select,Select,Select,Select,Select,Select,Select,Select,Select,Yes,,Select,,,,,Email Link Clicked,08-08-2016 5:20,,08-08-2016 5:20,,,,,,,,,,,,,,,,1,646,Select,Better Career Prospects,No,No,Mumbai,Yes,nxicrXP,IhEbeqW,
0914b8b1-154c-4241-ba46-a7156ac06370,613852,,API,,,,,Organic Search,,,,,No,No,Qualified,,80,,0,4.0,4.0,245.0,SMS Sent,21-07-2016 7:16,,,,14-06-2016 9:21,15-06-2016 9:35,14-06-2016 9:33,,,Pune,,India,,,,,,,,,,Select Specialization,MAT,Select,Unemployed,Accounting/Finance,Select,Better Career Prospects,Select,,No,No,No,No,No,No,No,,,No,,,,No,No,Leads Support,Select,Select,India,Consumer Durables,,,,,,,,,,,No,Select,Select,Select,Select,Select,Select,Select,Select,Select,Select,Select,No,,Select,,,,,SMS Sent,21-07-2016 7:16,,21-07-2016 7:16,,,,,,,,,,,,,,,,1,976,Select,Better Career Prospects,No,No,Select,No,mEnVMIJ,HIczigw,v9mbraux@nrytq.com
09378a74-6e67-4a5c-bebb-8daa69ceb669,584219,,API,,,,,Google,CPC,,SomeSchoolBrand,SomeSchool+Distance++MBA,No,No,Not Interested,,60,,0,1.0,1.0,0.0,Converted to Lead,07-05-2016 7:04,,,,07-05-2016 7:01,13-05-2016 12:48,07-05-2016 7:04,,,Mumbai,,India,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,,,No,,,,No,No,Leads Support,,,,,,02.Medium,02.Medium,,,,,14.0,15.0,,No,,,,,,,,,,,,No,,,,,,2.0,Modified,13-05-2016 12:48,,07-05-2016 7:04,,,,,,,,,,,,,,,,0,360,,,No,No,,No,vtGcSFS,fZodlYd,cuatkimx@hefcz.com
0b40a3cb-7819-4706-81fa-220913df6cf4,590549,mumbai university,API,,,,,Google,CPC,,SomeSchoolBrand,SomeSchool+Distance++MBA,No,No,Qualified,,80,,0,2.0,1.0,326.0,SMS Sent,21-07-2016 7:16,,,,16-05-2016 5:44,21-05-2016 6:30,16-05-2016 6:07,,,Mumbai,,India,,,,,,,,,,IT Projects Management,MAT,Select,Unemployed,Accounting/Finance,Select,Better Career Prospects,Select,,No,No,No,No,No,No,No,,,No,,Will revert after reading the email,,No,No,Leads Support,Select,Mumbai,India,Consumer Durables,,01.High,02.Medium,,,,,16.0,13.0,,No,Select,Select,Select,Select,Select,Select,Select,Select,Select,Select,Select,No,,Select,,,,2.0,SMS Sent,21-07-2016 7:16,,21-07-2016 7:16,,,,,,,,,,,,,,,,1,1019,Select,Better Career Prospects,No,No,Mumbai,No,xCmmIxq,EmpiTmV,
0b6a7330-ec01-4cad-afeb-fb6bf621851c,632159,,Landing Page Submission,,,,,Direct Traffic,,,,,No,No,Unreachable,,80,,0,2.0,2.0,2.0,Page Visited on Website,03-07-2016 6:46,52c73a3d-727c-11e5-a199-22000aa4133b,e309f064-3a84-4dbf-afad-59d64902c99d,03-07-2016 6:40,03-07-2016 6:40,04-07-2016 11:34,03-07-2016 6:40,,,Agra,Uttar Pradesh,India,,,,,,,,,,Business Administration,MAT,Select,Unemployed,Accounting/Finance,Select,Better Career Prospects,Select,,No,No,No,No,No,No,No,,,No,,Busy,,No,No,,Select,Other Cities,India,Consumer Durables,,,,,,,,,,,No,Select,Select,Select,Select,Select,Select,Select,Select,Select,Select,Select,Yes,,Select,,,,,Modified,04-07-2016 11:34,,03-07-2016 6:46,,,,,,,,,,,,,,,,0,954,Select,Better Career Prospects,No,No,Other Cities,Yes,qDZOQjB,cPYxlri,da1m9uix@xjlnn.com
0c3f6abe-3cdd-4bb1-808f-db235f11ac1b,587258,E Clinical Work,Lead Add Form,,,,,Reference,,,,,No,No,Unreachable,,30,,0,0.0,0.0,0.0,Email Opened,19-07-2016 5:27,,,,11-05-2016 8:57,21-05-2016 6:57,,,,,,,,,,,,,,,,Select Specialization,MAT,Select,Unemployed,Accounting/Finance,Select,Better Career Prospects,Select,,No,No,No,No,No,No,No,,,No,,Ringing,,No,No,,Select,Select,India,Consumer Durables,High,02.Medium,01.High,,,,,14.0,17.0,,No,Select,Select,Select,Select,Select,Select,Select,Select,Select,Select,Select,No,,Select,,,,2.0,Email Opened,19-07-2016 5:27,,19-07-2016 5:27,,,,,,,,,,,,,,,,0,0,Select,Better Career Prospects,No,No,Select,No,YcQccqW,BlHkmQs,
0c9a0616-ec5f-488a-8517-bd274216f5e3,600920,,API,,,,,Organic Search,,,,,No,No,Not Interested,,80,,0,4.0,4.0,399.33,Olark Chat Conversation,30-05-2016 10:33,,,,30-05-2016 10:06,04-06-2016 9:59,30-05-2016 10:26,,,Kolkata,,India,,,,,,,,,,Select Specialization,MAT,Select,Unemployed,Accounting/Finance,Select,Better Career Prospects,Select,,No,No,No,No,No,No,No,,,No,,Interested in other courses,Worst,No,No,Leads Support,Select,Select,India,Consumer Durables,,,,,,,,,,,No,Select,Select,Select,Select,Select,Select,Select,Select,Select,Select,Select,No,,Select,,,,,Modified,04-06-2016 9:59,,30-05-2016 10:33,,,,,,,,,,,,,,,,0,335,Select,Better Career Prospects,No,No,Select,No,kdsjsnD,dPPFAKf,sym4x67i@fllsy.com
0cc2df48-7cf4-4e39-9de9-19797f9b38cc,660719,,Landing Page Submission,,,,,Direct Traffic,,I want to know about the full time mba program @ SomeSchool.admission process#fees#placements#,,,No,No,Unreachable,B,60,,0,1.0,1.0,0.0,Unreachable,03-08-2016 11:34,c3af079d-70c7-11e5-a199-22000aa4133b,ecd36859-3612-4e29-bb29-7486d2122ff0,31-07-2016 16:38,31-07-2016 16:38,03-08-2016 11:35,31-07-2016 16:38,,,Mumbai,Maharashtra,India,,,,,,,,,,Media and Advertising,MAT,Word Of Mouth,Unemployed,Accounting/Finance,Select,Better Career Prospects,Select,,No,No,No,No,No,No,No,,,No,,Ringing,Not Sure,No,No,,Select,Mumbai,India,Consumer Durables,,02.Medium,01.High,,,,,13.0,17.0,,No,Select,Select,Select,Select,Select,Select,Select,Select,Select,Select,Select,No,,Select,,,,2.0,Modified,03-08-2016 11:35,,03-08-2016 11:34,,,,,,,,,,,,,,,,0,305,Word Of Mouth,Better Career Prospects,No,No,Mumbai,No,BaigTfT,JviNycc,zkw2lxjt@igjnc.com
0ce4b42b-9120-40dc-9828-041ee785d6ee,596669,mumbai university,API,,,,,Google,CPC,,SomeSchoolBrand,SomeSchool+Distance++MBA,No,No,Qualified,,90,,0,2.0,1.0,412.0,SMS Sent,21-07-2016 7:16,,,,24-05-2016 10:15,25-05-2016 8:30,24-05-2016 10:52,,,Mumbai,,India,,,,,,,,,,Select Specialization,MAT,Select,Unemployed,Accounting/Finance,Select,Better Career Prospects,Select,,No,No,No,No,No,No,No,,,No,,,,No,No,Leads Support,Select,Select,India,Consumer Durables,,,,,,,,,,,No,Select,Select,Select,Select,Select,Select,Select,Select,Select,Select,Select,No,,Select,,,,,SMS Sent,21-07-2016 7:16,,21-07-2016 7:16,,,,,,,,,,,,,,,,1,958,Select,Better Career Prospects,No,No,Select,No,joWLpiQ,kqxEYci,
0cea1df1-0999-4b55-9e98-d408e8e8f458,605283,Vinayak mission,Lead Add Form,,,,,Welingak Website,,,,,No,No,Qualified,,-10,,0,0.0,0.0,0.0,SMS Sent,21-07-2016 7:16,,,,04-06-2016 12:11,21-07-2016 11:40,,,,,,,,,,,,,,,,Select Specialization,MAT,Select,Unemployed,Accounting/Finance,Select,Better Career Prospects,Select,,No,No,No,No,No,No,No,,,No,,,,No,No,,Select,Select,India,Consumer Durables,,02.Medium,02.Medium,,,,,15.0,15.0,,No,Select,Select,Select,Select,Select,Select,Select,Select,Select,Select,Select,No,,Select,,,,2.0,Modified,21-07-2016 11:40,,21-07-2016 7:16,,,,,,,,,,,,,,,,1,0,Select,Better Career Prospects,No,No,Select,No,fIrUyCL,hkSYNsb,
0d79c95d-3cb0-4ea0-907b-e9f6d60ed2cc,606823,,API,,,,,Olark Chat,,,,,No,No,Junk Lead,,55,,0,2.0,2.0,140.0,Olark Chat Conversation,20-07-2016 6:20,,,,06-06-2016 12:12,20-07-2016 6:20,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,,,No,,,,No,No,,,,,,,01.High,02.Medium,,,,,17.0,15.0,,No,,,,,,,,,,,,No,,,,,,2.0,Olark Chat Conversation,20-07-2016 6:20,,20-07-2016 6:20,,,,,,,,,,,,,,,,0,1704,,,No,No,,No,yQGdhAH,lDwgGbJ,1nbx88jk@mdjrt.com
